NÚMERO DE TICKET;ITEM;IDESTILO;ESTILO;FECHA DE VENTA;CANTIDAD;IDTAMAÑO;TAMAÑO;PRECIO DE LISTA;PRECIO DE VENTA;COSTO UNITARIO;TIPO DE CALZADO;IDLOCAL;LOCAL;TIPO DE LOCAL;IDCIUDAD;CIUDAD;ESTADO;PAÍS;MONTO VENDIDO;COSTO DE VENTA;UTILIDAD
42515;1;U002;MINIMAL ECHO;30/10/2020;1;25M;25 Y MEDIO; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
42525;1;D007;REFLEXION EDGE;31/10/2020;1;23M;23 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
42532;1;S001;RAPTOR;31/10/2020;1;28N;28 NORMAL; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
42533;1;D002;TANGERINE;31/10/2020;1;20N;20 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
42591;1;D004;PANAMA;31/10/2020;1;18N;18 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
42594;1;D007;REFLEXION EDGE;01/11/2020;1;25M;25 Y MEDIO; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
42634;1;D004;PANAMA;01/11/2020;1;21N;21 NORMAL; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
42642;1;C003;CONFORT NEW YORK;01/11/2020;1;25N;25 NORMAL; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
42642;2;D002;TANGERINE;01/11/2020;2;22N;22 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.918,00 ; $772,00 ; $2.146,00 
42703;1;D002;TANGERINE;01/11/2020;1;24N;24 NORMAL; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
42709;1;D001;SPLEND MARNA;01/11/2020;1;21N;21 NORMAL; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
42745;1;D007;REFLEXION EDGE;01/11/2020;1;24N;24 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
42799;1;D002;TANGERINE;01/11/2020;1;21M;21 Y MEDIO; $1.459,00 ; $1.356,00 ; $386,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.356,00 ; $386,00 ; $970,00 
42810;1;D001;SPLEND MARNA;02/11/2020;1;21M;21 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
42822;1;U001;RELAX UNIVERSE;02/11/2020;1;19M;19 Y MEDIO; $1.026,00 ; $943,00 ; $424,00 ;UNISEX;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $943,00 ; $424,00 ; $519,00 
42831;1;S003;ULTRA-ALIVE;02/11/2020;1;21N;21 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
42842;1;S002;CITUAN;02/11/2020;1;20M;20 Y MEDIO; $1.583,00 ; $1.583,00 ; $394,00 ;DEPORTIVO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.583,00 ; $394,00 ; $1.189,00 
42844;1;U001;RELAX UNIVERSE;02/11/2020;1;21N;21 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $900,00 ; $424,00 ; $476,00 
42862;1;C004;MIRIDIA;02/11/2020;1;23M;23 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
42864;1;S001;RAPTOR;03/11/2020;1;19N;19 NORMAL; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
42886;1;S001;RAPTOR;03/11/2020;1;24N;24 NORMAL; $1.799,00 ; $1.799,00 ; $434,00 ;DEPORTIVO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.799,00 ; $434,00 ; $1.365,00 
42889;1;D004;PANAMA;03/11/2020;1;25N;25 NORMAL; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
42904;1;D003;MERLE POINT;03/11/2020;1;26N;26 NORMAL; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
42907;1;C003;CONFORT NEW YORK;03/11/2020;1;21N;21 NORMAL; $1.866,00 ; $1.866,00 ; $396,00 ;CABALLERO;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.866,00 ; $396,00 ; $1.470,00 
42908;1;D002;TANGERINE;03/11/2020;1;26M;26 Y MEDIO; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
42911;1;U001;RELAX UNIVERSE;03/11/2020;1;27M;27 Y MEDIO; $900,00 ; $900,00 ; $424,00 ;UNISEX;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $900,00 ; $424,00 ; $476,00 
42928;1;D006;COLORFUL SPRING;04/11/2020;1;25M;25 Y MEDIO; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
42960;1;C004;MIRIDIA;04/11/2020;1;27M;27 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
42963;1;U001;RELAX UNIVERSE;04/11/2020;1;23M;23 Y MEDIO; $1.026,00 ; $974,00 ; $424,00 ;UNISEX;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $974,00 ; $424,00 ; $550,00 
42974;1;D001;SPLEND MARNA;04/11/2020;1;25M;25 Y MEDIO; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
42980;1;U001;RELAX UNIVERSE;04/11/2020;1;24N;24 NORMAL; $900,00 ; $900,00 ; $424,00 ;UNISEX;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $900,00 ; $424,00 ; $476,00 
42987;1;C001;COMFORT VERONA;04/11/2020;1;19M;19 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
43007;1;C001;COMFORT VERONA;04/11/2020;1;30N;30 NORMAL; $1.296,00 ; $1.296,00 ; $393,00 ;CABALLERO;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.296,00 ; $393,00 ; $903,00 
43031;1;D002;TANGERINE;04/11/2020;1;26N;26 NORMAL; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
43035;1;D007;REFLEXION EDGE;04/11/2020;1;24N;24 NORMAL; $947,00 ; $947,00 ; $387,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $947,00 ; $387,00 ; $560,00 
43039;1;C002;CONFORT MILAN;04/11/2020;1;27N;27 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
43071;1;U001;RELAX UNIVERSE;04/11/2020;1;29M;29 Y MEDIO; $900,00 ; $900,00 ; $424,00 ;UNISEX;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $900,00 ; $424,00 ; $476,00 
43087;1;D007;REFLEXION EDGE;05/11/2020;1;21M;21 Y MEDIO; $947,00 ; $947,00 ; $387,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $947,00 ; $387,00 ; $560,00 
43092;1;D007;REFLEXION EDGE;05/11/2020;1;19N;19 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
43095;1;D002;TANGERINE;05/11/2020;1;22N;22 NORMAL; $1.459,00 ; $1.459,00 ; $386,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.459,00 ; $386,00 ; $1.073,00 
43100;1;U002;MINIMAL ECHO;05/11/2020;1;18M;18 Y MEDIO; $1.144,00 ; $1.144,00 ; $460,00 ;UNISEX;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.144,00 ; $460,00 ; $684,00 
43132;1;D006;COLORFUL SPRING;05/11/2020;1;18N;18 NORMAL; $1.333,00 ; $1.333,00 ; $380,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.333,00 ; $380,00 ; $953,00 
43162;1;D003;MERLE POINT;05/11/2020;1;20N;20 NORMAL; $1.054,00 ; $1.054,00 ; $442,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.054,00 ; $442,00 ; $612,00 
43169;1;C002;CONFORT MILAN;05/11/2020;1;30M;30 Y MEDIO; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
43175;1;U002;MINIMAL ECHO;05/11/2020;1;29M;29 Y MEDIO; $1.144,00 ; $1.144,00 ; $460,00 ;UNISEX;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.144,00 ; $460,00 ; $684,00 
43191;1;D007;REFLEXION EDGE;05/11/2020;1;18N;18 NORMAL; $1.128,00 ; $1.128,00 ; $387,00 ;DAMA;13;ANDARES;PREMIUM;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.128,00 ; $387,00 ; $741,00 
43200;1;D007;REFLEXION EDGE;06/11/2020;1;22N;22 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
43201;1;C004;MIRIDIA;06/11/2020;1;26N;26 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43223;1;D004;PANAMA;06/11/2020;1;18N;18 NORMAL; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
43225;1;C004;MIRIDIA;06/11/2020;1;22M;22 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43244;1;D004;PANAMA;06/11/2020;1;22M;22 Y MEDIO; $1.830,00 ; $1.830,00 ; $421,00 ;DAMA;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.830,00 ; $421,00 ; $1.409,00 
43256;1;S002;CITUAN;06/11/2020;1;29N;29 NORMAL; $2.030,00 ; $2.030,00 ; $394,00 ;DEPORTIVO;9;PEDREGAL;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $2.030,00 ; $394,00 ; $1.636,00 
43264;1;D003;MERLE POINT;06/11/2020;1;19M;19 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
43268;1;D007;REFLEXION EDGE;06/11/2020;1;20N;20 NORMAL; $1.064,00 ; $1.064,00 ; $387,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.064,00 ; $387,00 ; $677,00 
43279;1;D003;MERLE POINT;07/11/2020;1;25M;25 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
43283;1;U002;MINIMAL ECHO;07/11/2020;1;21N;21 NORMAL; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
43292;1;D001;SPLEND MARNA;07/11/2020;1;22M;22 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
43298;1;D001;SPLEND MARNA;07/11/2020;4;26M;26 Y MEDIO; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $5.444,00 ; $1.588,00 ; $3.856,00 
43308;1;C002;CONFORT MILAN;07/11/2020;1;28M;28 Y MEDIO; $2.102,00 ; $1.933,00 ; $420,00 ;CABALLERO;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.933,00 ; $420,00 ; $1.513,00 
43310;1;C004;MIRIDIA;07/11/2020;2;21N;21 NORMAL; $1.048,00 ; $995,00 ; $392,00 ;CABALLERO;8;BUENAVISTA;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.990,00 ; $784,00 ; $1.206,00 
43318;1;D005;SERENA STORM;07/11/2020;1;18M;18 Y MEDIO; $1.865,00 ; $1.865,00 ; $459,00 ;DAMA;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.865,00 ; $459,00 ; $1.406,00 
43341;1;D003;MERLE POINT;07/11/2020;1;21N;21 NORMAL; $1.357,00 ; $1.357,00 ; $442,00 ;DAMA;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.357,00 ; $442,00 ; $915,00 
43341;2;D007;REFLEXION EDGE;07/11/2020;1;24N;24 NORMAL; $1.128,00 ; $1.060,00 ; $387,00 ;DAMA;1;NUEVO SUR;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.060,00 ; $387,00 ; $673,00 
43367;1;C001;COMFORT VERONA;07/11/2020;1;18M;18 Y MEDIO; $1.507,00 ; $1.507,00 ; $393,00 ;CABALLERO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.507,00 ; $393,00 ; $1.114,00 
43375;1;D004;PANAMA;07/11/2020;1;22N;22 NORMAL; $1.591,00 ; $1.591,00 ; $421,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.591,00 ; $421,00 ; $1.170,00 
43380;1;D002;TANGERINE;08/11/2020;1;25N;25 NORMAL; $1.459,00 ; $1.400,00 ; $386,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.400,00 ; $386,00 ; $1.014,00 
43392;1;C003;CONFORT NEW YORK;08/11/2020;1;25M;25 Y MEDIO; $1.681,00 ; $1.681,00 ; $396,00 ;CABALLERO;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.681,00 ; $396,00 ; $1.285,00 
43395;1;S003;ULTRA-ALIVE;08/11/2020;1;29N;29 NORMAL; $1.738,00 ; $1.738,00 ; $388,00 ;DEPORTIVO;4;PLAZA FIESTA;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.738,00 ; $388,00 ; $1.350,00 
43398;1;C004;MIRIDIA;08/11/2020;1;18N;18 NORMAL; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43426;1;D001;SPLEND MARNA;08/11/2020;1;21M;21 Y MEDIO; $1.361,00 ; $1.361,00 ; $397,00 ;DAMA;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.361,00 ; $397,00 ; $964,00 
43443;1;C004;MIRIDIA;08/11/2020;1;26M;26 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43451;1;D001;SPLEND MARNA;08/11/2020;1;21M;21 Y MEDIO; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
43453;1;D004;PANAMA;08/11/2020;1;21N;21 NORMAL; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
43455;1;C002;CONFORT MILAN;08/11/2020;1;20N;20 NORMAL; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
43463;1;C004;MIRIDIA;08/11/2020;1;27M;27 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43471;1;D002;TANGERINE;08/11/2020;1;25N;25 NORMAL; $1.328,00 ; $1.328,00 ; $386,00 ;DAMA;17;CRUZ DEL SUR;POPULAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.328,00 ; $386,00 ; $942,00 
43475;1;D004;PANAMA;09/11/2020;1;22N;22 NORMAL; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
43476;1;U002;MINIMAL ECHO;09/11/2020;1;27M;27 Y MEDIO; $1.069,00 ; $1.069,00 ; $460,00 ;UNISEX;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.069,00 ; $460,00 ; $609,00 
43488;1;D001;SPLEND MARNA;09/11/2020;1;25N;25 NORMAL; $1.272,00 ; $1.272,00 ; $397,00 ;DAMA;15;CENTRO MAGNO;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.272,00 ; $397,00 ; $875,00 
43494;1;C003;CONFORT NEW YORK;09/11/2020;4;18N;18 NORMAL; $1.479,00 ; $1.479,00 ; $396,00 ;CABALLERO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $5.916,00 ; $1.584,00 ; $4.332,00 
43498;1;C001;COMFORT VERONA;09/11/2020;1;23N;23 NORMAL; $1.311,00 ; $1.311,00 ; $393,00 ;CABALLERO;12;ERMITA;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.311,00 ; $393,00 ; $918,00 
43502;1;S001;RAPTOR;09/11/2020;1;19M;19 Y MEDIO; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
43503;1;D003;MERLE POINT;09/11/2020;1;21N;21 NORMAL; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
43515;1;D007;REFLEXION EDGE;09/11/2020;1;21M;21 Y MEDIO; $1.064,00 ; $968,00 ; $387,00 ;DAMA;2;CITADEL;ESTÁNDAR;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $968,00 ; $387,00 ; $581,00 
43525;1;D006;COLORFUL SPRING;09/11/2020;4;25N;25 NORMAL; $1.440,00 ; $1.440,00 ; $380,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $5.760,00 ; $1.520,00 ; $4.240,00 
43533;1;D003;MERLE POINT;09/11/2020;1;24M;24 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;10;IZCALI;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
43543;1;D004;PANAMA;09/11/2020;1;22N;22 NORMAL; $1.448,00 ; $1.448,00 ; $421,00 ;DAMA;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.448,00 ; $421,00 ; $1.027,00 
43559;1;C004;MIRIDIA;09/11/2020;1;23N;23 NORMAL; $1.153,00 ; $1.153,00 ; $392,00 ;CABALLERO;18;LORETO;PREMIUM;PUE;PUEBLA;PUEBLA;MÉXICO; $1.153,00 ; $392,00 ; $761,00 
43567;1;D001;SPLEND MARNA;09/11/2020;1;19M;19 Y MEDIO; $1.361,00 ; $1.252,00 ; $397,00 ;DAMA;6;PERISUR;PREMIUM;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.252,00 ; $397,00 ; $855,00 
43570;1;D005;SERENA STORM;09/11/2020;1;26N;26 NORMAL; $1.585,00 ; $1.585,00 ; $459,00 ;DAMA;11;ARAGON;POPULAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.585,00 ; $459,00 ; $1.126,00 
43589;1;D003;MERLE POINT;10/11/2020;1;20M;20 Y MEDIO; $1.212,00 ; $1.212,00 ; $442,00 ;DAMA;14;PABELLON;ESTÁNDAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.212,00 ; $442,00 ; $770,00 
43591;1;C004;MIRIDIA;10/11/2020;1;30M;30 Y MEDIO; $1.048,00 ; $1.048,00 ; $392,00 ;CABALLERO;5;COYOACAN;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.048,00 ; $392,00 ; $656,00 
43600;1;C002;CONFORT MILAN;10/11/2020;1;27M;27 Y MEDIO; $1.844,00 ; $1.844,00 ; $420,00 ;CABALLERO;7;UNIVERSIDAD;ESTÁNDAR;CMX;CIUDAD DE MÉXICO;CIUDAD DE MÉXICO;MÉXICO; $1.844,00 ; $420,00 ; $1.424,00 
43610;1;S001;RAPTOR;10/11/2020;1;30M;30 Y MEDIO; $1.621,00 ; $1.621,00 ; $434,00 ;DEPORTIVO;19;ANGELOPOLIS;ESTÁNDAR;PUE;PUEBLA;PUEBLA;MÉXICO; $1.621,00 ; $434,00 ; $1.187,00 
43626;1;D002;TANGERINE;11/11/2020;1;22M;22 Y MEDIO; $1.678,00 ; $1.678,00 ; $386,00 ;DAMA;3;ESFERA;PREMIUM;MTY;MONTERREY;NUEVO LEÓN;MÉXICO; $1.678,00 ; $386,00 ; $1.292,00 
43658;1;S001;RAPTOR;11/11/2020;1;29M;29 Y MEDIO; $1.524,00 ; $1.524,00 ; $434,00 ;DEPORTIVO;16;TLAQUEPAQUE;POPULAR;GDL;GUADALAJARA;JALISCO;MÉXICO; $1.524,00 ; $434,00 ; $1.090,00 
